Epoch,Patch Type,Train Loss,Val Loss,IoU,Accuracy,Precision,Recall,F1 Score
5,Patch Type 2,0.9436281134887617,0.9325146436691284,0.5593655109405518,0.9251781105995178,0.5770959854125977,0.9479339718818665,0.7174270749092102
5,Patch Type 3,0.9317780349935804,0.9360604238510132,0.6141100525856018,0.9434375166893005,0.6720826625823975,0.8768388032913208,0.7609270811080933
6,Patch Type 1,0.9348934998637751,0.9372406225455435,0.5833766460418701,0.9280702471733093,0.5907822847366333,0.9789643883705139,0.7368766069412231
6,Patch Type 2,0.9290146316800799,0.9278411650657654,0.6341152191162109,0.9478151798248291,0.6806873679161072,0.9026108384132385,0.7760961055755615
6,Patch Type 3,0.9296931113515582,0.9170451354980469,0.6379185914993286,0.9448244571685791,0.6615743637084961,0.946922779083252,0.7789380550384521
7,Patch Type 1,0.9288455545902252,0.9298662762892874,0.6409726142883301,0.9441777467727661,0.6545456051826477,0.9686622619628906,0.7812106609344482
7,Patch Type 2,0.9255395008593189,0.9216011881828308,0.6083450317382812,0.9379141926765442,0.6231421828269958,0.9624326229095459,0.7564857602119446
7,Patch Type 3,0.9229973724910191,0.9212767505645751,0.5965286493301392,0.9334689378738403,0.612470805644989,0.9581899046897888,0.7472821474075317
8,Patch Type 1,0.9211928209191874,0.9296359608047887,0.6353715658187866,0.9425299763679504,0.6466179490089417,0.9733554720878601,0.7770363688468933
8,Patch Type 2,0.9264844132929432,0.9223655223846435,0.5893411040306091,0.9321161508560181,0.599419116973877,0.9722628593444824,0.7416168451309204
8,Patch Type 3,0.9241799164791497,0.9196668148040772,0.58514404296875,0.9289068579673767,0.5933939814567566,0.9767914414405823,0.7382850050926208
9,Patch Type 1,0.92928368010019,0.9294650774253043,0.6398917436599731,0.943750262260437,0.6521293520927429,0.9715091586112976,0.7804073095321655
9,Patch Type 2,0.9217464431208007,0.9156073570251465,0.657143771648407,0.9500221014022827,0.6776391863822937,0.9559996724128723,0.7931041121482849
9,Patch Type 3,0.9256996384688786,0.9147233009338379,0.6604917645454407,0.9503467082977295,0.6890439987182617,0.9409663677215576,0.7955375909805298
10,Patch Type 1,0.9266712642029712,0.9276372978561803,0.656540036201477,0.9478594064712524,0.6707428097724915,0.9687557220458984,0.7926641702651978
10,Patch Type 2,0.9168069496446726,0.9172136425971985,0.65952068567276,0.9509528875350952,0.6841903328895569,0.9481629133224487,0.794832706451416
10,Patch Type 3,0.9216314590707118,0.9099367761611938,0.6620239019393921,0.9495029449462891,0.6790425777435303,0.9635230898857117,0.796647846698761
11,Patch Type 1,0.9255145811720898,0.9258645459225303,0.6763299703598022,0.9525444507598877,0.6939481496810913,0.9638196229934692,0.8069174289703369
11,Patch Type 2,0.9162065782109086,0.9153538393974304,0.6552380323410034,0.9494438171386719,0.6741575002670288,0.9589290618896484,0.791714608669281
11,Patch Type 3,0.9224822490799184,0.9109658312797546,0.6468388438224792,0.9456490874290466,0.6601811051368713,0.9697024822235107,0.7855521440505981
12,Patch Type 1,0.9256352052876824,0.9252108460978458,0.6825518608093262,0.9539000988006592,0.7007110118865967,0.9634206295013428,0.8113293647766113
12,Patch Type 2,0.9199302865534412,0.917086398601532,0.6372202634811401,0.9449294805526733,0.652122974395752,0.9653785824775696,0.7784172892570496
12,Patch Type 3,0.9125099011829921,0.9084739232063294,0.6713926196098328,0.9515361785888672,0.6883779168128967,0.9645517468452454,0.8033931255340576
13,Patch Type 1,0.9174518208754691,0.9245606754955492,0.6974238753318787,0.9572417736053467,0.7194588780403137,0.9579326510429382,0.8217439651489258
13,Patch Type 2,0.9168739209369737,0.9130784821510315,0.664680004119873,0.9512692093849182,0.6815857887268066,0.9640258550643921,0.7985678315162659
13,Patch Type 3,0.9220104193200871,0.908103461265564,0.6732097268104553,0.9519225358963013,0.6901679635047913,0.9647867679595947,0.8046925663948059
14,Patch Type 1,0.9226508705239547,0.9249972450105768,0.6994776725769043,0.9577644467353821,0.7230346202850342,0.9554943442344666,0.8231678009033203
14,Patch Type 2,0.9197242819533056,0.9138939118385315,0.6741838455200195,0.9537816643714905,0.6965976357460022,0.9544480443000793,0.8053880333900452
14,Patch Type 3,0.9182948768138885,0.9090435719490051,0.6577316522598267,0.9481223225593567,0.6708558797836304,0.9711154103279114,0.7935320734977722
15,Patch Type 1,0.9228106141090393,0.9245038001160872,0.6967098116874695,0.9570465087890625,0.7180659770965576,0.9590594172477722,0.8212480545043945
15,Patch Type 2,0.9107739536129699,0.9119418597221375,0.6726003885269165,0.9529709815979004,0.689816951751709,0.9642205834388733,0.8042570948600769
15,Patch Type 3,0.9190234937229935,0.9087940692901612,0.6564501523971558,0.9477415084838867,0.6687734723091125,0.9726961851119995,0.7925987839698792
16,Patch Type 1,0.9204669233999754,0.9238358108620894,0.6960402131080627,0.9567987322807312,0.7159727811813354,0.9615408182144165,0.8207827806472778
16,Patch Type 2,0.9157077013229837,0.9128086471557617,0.65523362159729,0.9487718939781189,0.6680026650428772,0.9716538190841675,0.7917113900184631
16,Patch Type 3,0.9140443290982928,0.908155562877655,0.658547043800354,0.9481356739997864,0.670145571231842,0.974391758441925,0.7941253185272217
17,Patch Type 1,0.917893554034986,0.9235705764670121,0.6872453689575195,0.9546831846237183,0.7032860517501831,0.9678782224655151,0.8146359920501709
17,Patch Type 2,0.9110365643793222,0.9114512920379638,0.6749586462974548,0.9534182548522949,0.691715657711029,0.9653520584106445,0.8059407472610474
17,Patch Type 3,0.9136078108330162,0.9072142696380615,0.669596791267395,0.950782299041748,0.6829509735107422,0.971626341342926,0.8021060228347778
18,Patch Type 1,0.9189656345467818,0.9238965856401544,0.6868083477020264,0.9546440243721008,0.7034266591072083,0.966745913028717,0.8143287897109985
18,Patch Type 2,0.9176367600353397,0.9113136148452758,0.6782457828521729,0.9541805386543274,0.6959081888198853,0.9639291763305664,0.8082793951034546
18,Patch Type 3,0.9126800645370873,0.9069844317436219,0.6816737055778503,0.9537503719329834,0.6990783214569092,0.9647642374038696,0.8107086420059204
19,Patch Type 1,0.9183108775239242,0.9241184184425756,0.6852483749389648,0.9543102383613586,0.7017443180084229,0.9668332934379578,0.8132312893867493
19,Patch Type 2,0.9192762739804327,0.9115796041488647,0.6680286526679993,0.9517438411712646,0.6825556755065918,0.9691238403320312,0.8009797930717468
19,Patch Type 3,0.911782985439106,0.9073110938072204,0.6700776815414429,0.9509465098381042,0.6840140223503113,0.9704912304878235,0.8024508953094482
20,Patch Type 1,0.9234056708059812,0.9243162054764597,0.6973838806152344,0.957169771194458,0.7186117172241211,0.9593629837036133,0.8217161893844604
20,Patch Type 2,0.9126299376390419,0.911165623664856,0.6709125638008118,0.9523710012435913,0.6855897307395935,0.9690777659416199,0.8030493259429932
20,Patch Type 3,0.9077853377984495,0.9065096426010132,0.6789601445198059,0.9529809355735779,0.6942141056060791,0.9686518311500549,0.8087864518165588
21,Patch Type 1,0.9155947950325514,0.9243194900060955,0.6983590126037598,0.9573994874954224,0.7200528383255005,0.9586429595947266,0.8223927021026611
21,Patch Type 2,0.9102022933716677,0.9109620714187622,0.6752979755401611,0.9534004330635071,0.6911157369613647,0.9672188758850098,0.8061825037002563
21,Patch Type 3,0.9121602262769427,0.9069787716865539,0.6729770302772522,0.9515807628631592,0.6869718432426453,0.9706183075904846,0.8045263290405273
22,Patch Type 1,0.9164016293851953,0.92397582844684,0.6865142583847046,0.9545910358428955,0.7032201886177063,0.9665532112121582,0.8141221404075623
22,Patch Type 2,0.9136775367114008,0.9107990264892578,0.6732516288757324,0.9528762698173523,0.6880579590797424,0.9690271615982056,0.8047225475311279
22,Patch Type 3,0.9150885574671687,0.906689863204956,0.6736955642700195,0.951710045337677,0.687431812286377,0.9711940288543701,0.8050394654273987
23,Patch Type 1,0.9189317093083733,0.923961623718864,0.690548300743103,0.9555459022521973,0.7087208032608032,0.96419757604599,0.8169518113136292
23,Patch Type 2,0.910363683895189,0.9109550547599793,0.6713208556175232,0.952410101890564,0.6855177283287048,0.9700739979743958,0.8033416271209717
23,Patch Type 3,0.915023652266483,0.9069888687133789,0.6699073314666748,0.9508190155029297,0.6829583048820496,0.9722656011581421,0.8023288249969482
24,Patch Type 1,0.9212115414832768,0.9242022696294283,0.688258171081543,0.9550479054450989,0.7060793042182922,0.9646255970001221,0.8153470754623413
24,Patch Type 2,0.910374792254701,0.9111272954940796,0.6663133502006531,0.9512106776237488,0.6792110204696655,0.9722906947135925,0.7997455596923828
24,Patch Type 3,0.9089368028300149,0.9076029872894287,0.6610761284828186,0.9486765265464783,0.6724007725715637,0.9751561880111694,0.7959612011909485
25,Patch Type 1,0.917580855520148,0.9243309497833252,0.682466447353363,0.9536951780319214,0.6985726356506348,0.96732097864151,0.8112691044807434
25,Patch Type 2,0.9139552402253054,0.9110411620140075,0.6738100647926331,0.9530404806137085,0.6891080737113953,0.968104362487793,0.8051213622093201
25,Patch Type 3,0.914514635898629,0.906750099658966,0.6735801100730896,0.9516959190368652,0.6874251961708069,0.9709674119949341,0.8049570918083191
26,Patch Type 1,0.9144138434999868,0.9239189248335989,0.6905359029769897,0.9555385112762451,0.7086509466171265,0.9643028974533081,0.8169432282447815
26,Patch Type 2,0.9217552871120219,0.910809383392334,0.6730988025665283,0.9528273344039917,0.6877307295799255,0.9693599343299866,0.8046133518218994
26,Patch Type 3,0.9091964303230753,0.9067040777206421,0.6773586273193359,0.9526293873786926,0.6924853920936584,0.9687584042549133,0.8076491951942444
27,Patch Type 1,0.922403526149298,0.9239791600327742,0.6926383376121521,0.9560272693634033,0.7114934921264648,0.9631492495536804,0.818412721157074
27,Patch Type 2,0.9105795682693014,0.9103555417060852,0.6810317635536194,0.9546518325805664,0.6976010799407959,0.9662990570068359,0.8102544546127319
27,Patch Type 3,0.9094900342882896,0.9076774334907531,0.6596130132675171,0.9482896327972412,0.6704326868057251,0.9761180281639099,0.7948997616767883
28,Patch Type 1,0.9199978481782111,0.9241292664879247,0.6821177005767822,0.9535795450210571,0.6977609395980835,0.9681788682937622,0.8110226392745972
28,Patch Type 2,0.9140566459723881,0.9102924704551697,0.6831123232841492,0.9551361203193665,0.7003636956214905,0.9651963710784912,0.8117251396179199
28,Patch Type 3,0.9060152981962476,0.9061712121963501,0.68925940990448,0.9554027915000916,0.707680881023407,0.9636080861091614,0.8160492181777954
29,Patch Type 1,0.9201679229736328,0.9242914820972242,0.6808894276618958,0.9533146023750305,0.6964603662490845,0.9682085514068604,0.8101537823677063
29,Patch Type 2,0.9083918503352574,0.9107458543777466,0.6712852120399475,0.9523845314979553,0.685298502445221,0.9704388380050659,0.8033161163330078
29,Patch Type 3,0.9142598643594858,0.9066530227661133,0.6749570369720459,0.9520156979560852,0.6890419721603394,0.9706048369407654,0.8059395551681519
30,Patch Type 1,0.9233257597998569,0.9237929362999765,0.6902115345001221,0.9554392099380493,0.7079389691352844,0.9649900794029236,0.8167161345481873
30,Patch Type 2,0.9079231115020051,0.9105872011184692,0.673579752445221,0.9529010057449341,0.6879281997680664,0.9699649214744568,0.8049569129943848
30,Patch Type 3,0.9111025011052891,0.9060733342170715,0.6879213452339172,0.9550550580024719,0.705480694770813,0.9650821089744568,0.8151106834411621
31,Patch Type 1,0.9227110923905122,0.9239874199817055,0.6915967464447021,0.9557861685752869,0.7100905776023865,0.9637085199356079,0.817685067653656
31,Patch Type 2,0.915506797177451,0.9103188610076904,0.6780121922492981,0.9539123177528381,0.6932833194732666,0.9685342311859131,0.8081135749816895
31,Patch Type 3,0.9071864899323911,0.9061739349365234,0.6835482716560364,0.9540306925773621,0.6997440457344055,0.9672484397888184,0.8120328783988953
32,Patch Type 1,0.9187521746284083,0.9239366242760106,0.6934517621994019,0.9562016725540161,0.7124314904212952,0.9630036950111389,0.8189802765846252
32,Patch Type 2,0.9081571491397157,0.9100873327255249,0.6880545616149902,0.9562369585037231,0.7065497040748596,0.9633498787879944,0.8152042031288147
32,Patch Type 3,0.9152284653819337,0.9066621232032775,0.6728999614715576,0.951502799987793,0.6862806081771851,0.9718409180641174,0.8044712543487549
33,Patch Type 1,0.9192103351417341,0.9238172863659105,0.6929627656936646,0.9560680389404297,0.7115227580070496,0.9637229442596436,0.8186390995979309
33,Patch Type 2,0.9122501246783198,0.9106063580513001,0.6725704073905945,0.9526663422584534,0.6866899132728577,0.970335066318512,0.8042357563972473
33,Patch Type 3,0.9116416999271938,0.906254768371582,0.678028404712677,0.9527015089988708,0.6924206018447876,0.9702562093734741,0.8081250190734863
34,Patch Type 1,0.9140482254718479,0.9238722700821725,0.6847794651985168,0.9541656374931335,0.7007501125335693,0.9677901268005371,0.8129010200500488
34,Patch Type 2,0.918489830834525,0.9101997494697571,0.6800247430801392,0.9543701410293579,0.695762038230896,0.9678090214729309,0.8095413446426392
34,Patch Type 3,0.9101321642496147,0.9065656089782714,0.6714367270469666,0.9511092901229858,0.684065043926239,0.9732414484024048,0.8034246563911438
35,Patch Type 1,0.9230853021144867,0.9237588518544247,0.6900907158851624,0.9553901553153992,0.7075340151786804,0.9655069708824158,0.816631555557251
35,Patch Type 2,0.9135097995096323,0.9107981991767883,0.6676185727119446,0.9514691233634949,0.6802976727485657,0.9728416800498962,0.8006849884986877
35,Patch Type 3,0.9114665048463004,0.907119870185852,0.6636542081832886,0.9492291808128357,0.674741268157959,0.9758390188217163,0.7978270649909973
36,Patch Type 1,0.9160662285591427,0.9235295590601469,0.6914194822311401,0.9556658864021301,0.7089201211929321,0.9655269384384155,0.8175612092018127
36,Patch Type 2,0.9117118260081933,0.9100286936759949,0.684248149394989,0.955331027507782,0.7011004090309143,0.9660632014274597,0.8125264644622803
36,Patch Type 3,0.9127751315126613,0.9060974621772766,0.6818853616714478,0.9536057710647583,0.697235107421875,0.9687241315841675,0.8108582496643066
37,Patch Type 1,0.9216092691609734,0.9238408207893372,0.6823225021362305,0.9535654187202454,0.6973473429679871,0.9693896174430847,0.8111673593521118
37,Patch Type 2,0.9184035366895248,0.9101141905784607,0.6790580749511719,0.954113245010376,0.694165050983429,0.9689466953277588,0.8088560104370117
37,Patch Type 3,0.9153816237741587,0.906246452331543,0.6761459708213806,0.9522218704223633,0.6897320747375488,0.9716924428939819,0.8067864775657654
38,Patch Type 1,0.9182339287117908,0.9239492698719627,0.6835338473320007,0.9538795948028564,0.6992154717445374,0.9682313799858093,0.8120227456092834
38,Patch Type 2,0.9120128702144233,0.9098454213142395,0.6866576075553894,0.9558646082878113,0.7040612101554871,0.9652521014213562,0.8142228722572327
38,Patch Type 3,0.918226919612106,0.9062787365913391,0.6761929392814636,0.9522389769554138,0.6898514628410339,0.9715525507926941,0.8068199753761292
39,Patch Type 1,0.9177809114518919,0.9234028521337008,0.6939567923545837,0.9562250375747681,0.7119941711425781,0.9647797346115112,0.8193324208259583
39,Patch Type 2,0.9125283767982405,0.910159637928009,0.6798413395881653,0.9543018937110901,0.6952444314956665,0.9684399962425232,0.8094112873077393
39,Patch Type 3,0.9131374200996087,0.9065499711036682,0.6734037399291992,0.9515963792800903,0.6866312026977539,0.9721882343292236,0.8048311471939087
40,Patch Type 1,0.918186289699454,0.9232557290478757,0.6991472840309143,0.9573810696601868,0.7186399698257446,0.9626526236534119,0.8229389786720276
40,Patch Type 2,0.9135474945817675,0.9102053904533386,0.6746523380279541,0.9530686736106873,0.6884046792984009,0.9712405800819397,0.8057222366333008
40,Patch Type 3,0.9113108047417232,0.9061551809310913,0.6760464310646057,0.9521795511245728,0.6894171237945557,0.9721122980117798,0.8067156076431274
41,Patch Type 1,0.9149463051243832,0.923459529876709,0.6893343329429626,0.9551598429679871,0.7059056162834167,0.9670666456222534,0.8161017298698425
41,Patch Type 2,0.913491922981885,0.9100832509994506,0.6796547174453735,0.9542301297187805,0.6946943998336792,0.9691298604011536,0.8092790842056274
41,Patch Type 3,0.9158522395455108,0.9061418199539184,0.6768162250518799,0.9523604512214661,0.6903520822525024,0.9718458652496338,0.8072634339332581
42,Patch Type 1,0.9192495306855754,0.9233841770573666,0.6956445574760437,0.9566047191619873,0.7141674160957336,0.9640563130378723,0.8205075263977051
42,Patch Type 2,0.9058249337332589,0.9097889995574951,0.6893083453178406,0.9564533233642578,0.7074095010757446,0.9642074704170227,0.8160834908485413
42,Patch Type 3,0.9126281501079092,0.9060627913475037,0.679213285446167,0.9529374241828918,0.6934422850608826,0.9706754684448242,0.8089660406112671
43,Patch Type 1,0.918482105982931,0.9230617096549586,0.7021927237510681,0.9580440521240234,0.7224839925765991,0.9615413546562195,0.8250449299812317
43,Patch Type 2,0.919806460336763,0.9098451828956604,0.6817640066146851,0.954717218875885,0.6973972916603088,0.9681664109230042,0.8107725381851196
43,Patch Type 3,0.9073999554527049,0.9055095171928406,0.6959371566772461,0.9568124413490295,0.7151218056678772,0.9628825187683105,0.8207110166549683
44,Patch Type 1,0.9122752092386547,0.923382188144483,0.6919938325881958,0.9557653665542603,0.7092911005020142,0.9659584164619446,0.8179625868797302
44,Patch Type 2,0.9063958300619709,0.9096370983123779,0.682782769203186,0.9549160003662109,0.6983122825622559,0.9684568047523499,0.8114924430847168
44,Patch Type 3,0.9134495568518736,0.9063494443893433,0.6733349561691284,0.9515396356582642,0.6861433982849121,0.9730241894721985,0.8047820925712585
45,Patch Type 1,0.9174988058052564,0.9232447084627653,0.6915122866630554,0.9556319713592529,0.7083945870399475,0.9666848182678223,0.8176260590553284
45,Patch Type 2,0.9155378080144221,0.9097046828269959,0.6836681365966797,0.9551379084587097,0.6996645331382751,0.9676404595375061,0.8121174573898315
45,Patch Type 3,0.9133880594555213,0.9061234307289123,0.6781150102615356,0.9526814818382263,0.6921060085296631,0.9710522890090942,0.8081865906715393
46,Patch Type 1,0.9188353380090312,0.9231973133589092,0.6914680004119873,0.9556074738502502,0.7081687450408936,0.9670193195343018,0.8175952434539795
46,Patch Type 2,0.9143011588223127,0.9103693079948425,0.6724821925163269,0.9525864124298096,0.6859738230705261,0.9715843200683594,0.8041725754737854
46,Patch Type 3,0.910612436581631,0.905761251449585,0.6878181099891663,0.9549570083618164,0.7044985890388489,0.9667220711708069,0.8150382041931152
47,Patch Type 1,0.9230710864067078,0.9230798420153166,0.6961253881454468,0.9566632509231567,0.7141868472099304,0.96494460105896,0.8208419680595398
47,Patch Type 2,0.912821747210561,0.9099543595314026,0.6881347298622131,0.9562126398086548,0.7061537504196167,0.9642443060874939,0.8152604699134827
47,Patch Type 3,0.9087103033552364,0.9057796788215637,0.682560384273529,0.953694760799408,0.6973415613174438,0.9698810577392578,0.8113354444503784
48,Patch Type 1,0.9165578900199187,0.9230534277464214,0.6970139145851135,0.9568689465522766,0.7154150605201721,0.9644115567207336,0.8214592337608337
48,Patch Type 2,0.9146908716279634,0.9098626232147217,0.6800621747970581,0.9543190002441406,0.6951563954353333,0.9690592885017395,0.8095678091049194
48,Patch Type 3,0.9112706524985177,0.9060245442390442,0.681447446346283,0.9534860849380493,0.6964976191520691,0.9692650437355042,0.8105486035346985
49,Patch Type 1,0.9161128801734824,0.9232446990515056,0.6885151863098145,0.9549250602722168,0.7043271064758301,0.9684236645698547,0.8155273795127869
49,Patch Type 2,0.9140105162348066,0.9098851108551025,0.6790235042572021,0.9540804624557495,0.6938533782958984,0.9694841504096985,0.8088314533233643
49,Patch Type 3,0.9083923782621112,0.9056758832931519,0.6878517866134644,0.9549417495727539,0.7042797207832336,0.9672010540962219,0.8150618076324463
50,Patch Type 1,0.9191429128772334,0.9231457333815726,0.6887859106063843,0.9549708366394043,0.7044845819473267,0.968661367893219,0.8157172799110413
50,Patch Type 2,0.9175127179038768,0.9096028637886048,0.6839662790298462,0.9551953673362732,0.6999273896217346,0.9677351117134094,0.8123278021812439
50,Patch Type 3,0.9183742702007294,0.9061841654777527,0.6739035248756409,0.9516335725784302,0.6864209771156311,0.9736528992652893,0.8051880598068237
51,Patch Type 1,0.9190937241441325,0.9231376836174413,0.689299464225769,0.9550913572311401,0.7051669359207153,0.9683875441551208,0.8160772919654846
51,Patch Type 2,0.9179826682927658,0.9095423555374146,0.6879695057868958,0.9561048746109009,0.7051089406013489,0.9658735990524292,0.8151444792747498
51,Patch Type 3,0.9087145936732389,0.9056463742256164,0.6850551962852478,0.9542682766914368,0.7004130482673645,0.9689853191375732,0.8130952715873718
52,Patch Type 1,0.917509893837728,0.9230070176877474,0.6916449069976807,0.955616295337677,0.7080275416374207,0.9676287770271301,0.8177187442779541
52,Patch Type 2,0.9107193253478225,0.909851975440979,0.6781492829322815,0.9538500308990479,0.6924464106559753,0.970453143119812,0.8082109689712524
52,Patch Type 3,0.9112695644096452,0.9055637502670288,0.6860697865486145,0.9544919729232788,0.701573371887207,0.968795120716095,0.8138095140457153
53,Patch Type 1,0.9146429614016884,0.9232534828938936,0.6900975108146667,0.9552996754646301,0.7064769864082336,0.9674956798553467,0.816636323928833
53,Patch Type 2,0.9170496372544036,0.9095948505401611,0.6832178831100464,0.9549906849861145,0.698590099811554,0.9687976837158203,0.8117996454238892
53,Patch Type 3,0.9121466966307893,0.90583735704422,0.68221116065979,0.9536204934120178,0.6969813704490662,0.9698725342750549,0.8110886216163635
54,Patch Type 1,0.9212714331714731,0.9231196234100744,0.6894603967666626,0.9551186561584473,0.7052626013755798,0.9685247540473938,0.8161900639533997
54,Patch Type 2,0.9134957723471583,0.9100953364372253,0.6752336025238037,0.9531723856925964,0.688795268535614,0.9716673493385315,0.8061366081237793
54,Patch Type 3,0.9125827228536412,0.9054748916625976,0.685413658618927,0.9543208479881287,0.7005288004875183,0.9694807529449463,0.8133476972579956
55,Patch Type 1,0.9205407406154432,0.9230325222015381,0.6956138610839844,0.9565316438674927,0.7133232951164246,0.9655396342277527,0.8204861879348755
55,Patch Type 2,0.9107053875923157,0.9095080471038819,0.6892842650413513,0.9563876390457153,0.706660807132721,0.9655547142028809,0.8160666823387146
55,Patch Type 3,0.9101193997324729,0.9053609156608582,0.6886022686958313,0.9550574421882629,0.704590916633606,0.968097448348999,0.8155884742736816
56,Patch Type 1,0.9144570968653026,0.9228916858371935,0.6952154040336609,0.9564090371131897,0.7124138474464417,0.966440737247467,0.8202089071273804
56,Patch Type 2,0.9163122152795597,0.9093556952476501,0.6863550543785095,0.9556819796562195,0.7023512125015259,0.9678829312324524,0.8140101432800293
56,Patch Type 3,0.9129426485421707,0.905879602432251,0.6778579950332642,0.9525539875030518,0.6910942792892456,0.9725217223167419,0.8080039620399475
57,Patch Type 1,0.916783083426325,0.9228229554075944,0.6952164769172668,0.9563994407653809,0.7122952938079834,0.9666611552238464,0.8202096819877625
57,Patch Type 2,0.9145465468873784,0.9093254876136779,0.6898284554481506,0.9564716815948486,0.706915557384491,0.9661465287208557,0.816447913646698
57,Patch Type 3,0.9107065158230918,0.9056536722183227,0.6809888482093811,0.9532759785652161,0.6948251724243164,0.9715889096260071,0.8102241158485413
58,Patch Type 1,0.9159473549378546,0.9227517780504728,0.6958276033401489,0.9565244913101196,0.7129303812980652,0.966672956943512,0.8206348419189453
58,Patch Type 2,0.9168342643854569,0.9097647857666016,0.6847618222236633,0.9553768038749695,0.7009512186050415,0.9673715829849243,0.8128886222839355
58,Patch Type 3,0.9106820201387211,0.905606586933136,0.6830993890762329,0.953784704208374,0.6976308226585388,0.9704094529151917,0.8117160201072693
59,Patch Type 1,0.9164949169284419,0.922707670613339,0.6982138156890869,0.957073986530304,0.716188907623291,0.9653009176254272,0.8222920298576355
59,Patch Type 2,0.9054182159657381,0.9094630765914917,0.6861380934715271,0.9556563496589661,0.7023423314094543,0.9674683809280396,0.8138574957847595
59,Patch Type 3,0.9099313093691456,0.9063562250137329,0.669393002986908,0.9505283236503601,0.6807223558425903,0.9757401943206787,0.8019596934318542
60,Patch Type 1,0.9156206775652734,0.9227524368386519,0.6949732303619385,0.9563371539115906,0.711893618106842,0.9669309258460999,0.8200404047966003
60,Patch Type 2,0.9109803991658347,0.909246392250061,0.6851781010627747,0.9554038643836975,0.7007153034210205,0.9686529636383057,0.8131818771362305
60,Patch Type 3,0.9098861509439896,0.9053715825080871,0.6831215620040894,0.9537383913993835,0.6971004009246826,0.9714823961257935,0.8117316961288452
61,Patch Type 1,0.9157012755933561,0.9230380340626365,0.6880560517311096,0.9547833800315857,0.703336775302887,0.9693904519081116,0.8152052164077759
61,Patch Type 2,0.9116292237019052,0.9091398453712464,0.6905481815338135,0.9566198587417603,0.7076944708824158,0.9661035537719727,0.8169518113136292
61,Patch Type 3,0.9105665136356743,0.9059040117263794,0.678057074546814,0.9526103138923645,0.6914364099502563,0.9722543358802795,0.8081454038619995
62,Patch Type 1,0.9202033806788293,0.9225730550916571,0.7023900151252747,0.9579927325248718,0.7215208411216736,0.963624119758606,0.8251810073852539
62,Patch Type 2,0.908614810023989,0.9090984797477722,0.690765380859375,0.9566664099693298,0.7079520225524902,0.9660487771034241,0.8171038031578064
62,Patch Type 3,0.9122724016101993,0.9055835604667664,0.6815668344497681,0.9534056782722473,0.6954843997955322,0.9714767336845398,0.8106330633163452
63,Patch Type 1,0.9123630719749551,0.9222886907426935,0.6984781622886658,0.9570625424385071,0.7156603932380676,0.9667691588401794,0.822475254535675
63,Patch Type 2,0.908636558420804,0.9092323541641235,0.6908003091812134,0.9566817283630371,0.7080873847007751,0.9658651351928711,0.8171281814575195
63,Patch Type 3,0.9128707507435156,0.905186972618103,0.6894921064376831,0.9552227258682251,0.7052812576293945,0.9685522317886353,0.8162122964859009
64,Patch Type 1,0.9200843486346697,0.9223542809486389,0.6940956115722656,0.9560723304748535,0.7099772691726685,0.9687784314155579,0.8194290399551392
64,Patch Type 2,0.9143645191679195,0.9092817115783691,0.6832389235496521,0.9549486637115479,0.6980932354927063,0.9697971343994141,0.811814546585083
64,Patch Type 3,0.9141692281985769,0.905706844329834,0.6808011531829834,0.9532375931739807,0.6946500539779663,0.9715492725372314,0.8100911974906921
