Date,Condition,mito_id,area_um2,copy_number,total_copies,bin
2025-05-25,Control,189,0.31284925,4,51.142842758932616,1-4
2025-05-25,Control,189,0.31284925,5,47.94641508649932,5-8
2025-05-25,Control,189,0.31284925,6,19.178566034599733,5-8
2025-05-25,Control,189,0.31284925,7,22.37499370703302,5-8
2025-05-25,Control,189,0.31284925,8,51.142842758932616,5-8
2025-05-25,Control,189,0.31284925,10,31.964276724332883,9-12
2025-05-25,Control,190,0.441046875,1,38.54465582598222,1-4
2025-05-25,Control,190,0.441046875,2,68.01998086938038,1-4
2025-05-25,Control,190,0.441046875,3,34.00999043469019,1-4
2025-05-25,Control,190,0.441046875,4,36.2773231303362,1-4
2025-05-25,Control,190,0.441046875,5,34.009990434690195,5-8
2025-05-25,Control,190,0.441046875,6,13.603996173876075,5-8
2025-05-25,Control,190,0.441046875,8,36.2773231303362,5-8
2025-05-25,Control,191,0.6992063125,1,31.46424682772011,1-4
2025-05-25,Control,191,0.6992063125,2,71.50965188118207,1-4
2025-05-25,Control,191,0.6992063125,3,38.61521201583832,1-4
2025-05-25,Control,191,0.6992063125,4,57.20772150494565,1-4
2025-05-25,Control,191,0.6992063125,5,14.301930376236413,5-8
2025-05-25,Control,191,0.6992063125,7,10.011351263365489,5-8
2025-05-25,Control,191,0.6992063125,8,11.441544300989131,5-8
2025-05-25,Control,191,0.6992063125,9,12.871737338612773,9-12
2025-05-25,Control,192,1.0002943125,1,48.985582930623735,1-4
2025-05-25,Control,192,1.0002943125,2,81.97587347573769,1-4
2025-05-25,Control,192,1.0002943125,3,62.9814637679448,1-4
2025-05-25,Control,192,1.0002943125,4,27.991761674642134,1-4
2025-05-25,Control,192,1.0002943125,5,24.992644352359047,5-8
2025-05-25,Control,192,1.0002943125,6,29.99117322283086,5-8
2025-05-25,Control,192,1.0002943125,8,7.997646192754896,5-8
2025-05-25,Control,192,1.0002943125,12,11.996469289132344,9-12
2025-05-25,Control,193,0.6251104375,1,43.192367908590555,1-4
2025-05-25,Control,193,0.6251104375,2,118.37908241613708,1-4
2025-05-25,Control,193,0.6251104375,3,52.790671888277345,1-4
2025-05-25,Control,193,0.6251104375,4,31.994346598955968,1-4
2025-05-25,Control,193,0.6251104375,5,39.99293324869496,5-8
2025-05-25,Control,193,0.6251104375,6,19.19660795937358,5-8
2025-05-25,Control,193,0.6251104375,7,22.396042619269174,5-8
2025-05-25,Control,193,0.6251104375,8,12.797738639582386,5-8
2025-05-25,Control,193,0.6251104375,9,14.397455969530185,9-12
2025-05-25,Control,193,0.6251104375,10,15.997173299477982,9-12
2025-05-25,Control,193,0.6251104375,13,20.796325289321377,13-24
2025-05-25,Control,194,1.06086475,1,27.33618965094278,1-4
2025-05-25,Control,194,1.06086475,2,79.18068726479979,1-4
2025-05-25,Control,194,1.06086475,3,39.59034363239989,1-4
2025-05-25,Control,194,1.06086475,4,18.852544586857093,1-4
2025-05-25,Control,194,1.06086475,5,18.852544586857093,5-8
2025-05-25,Control,194,1.06086475,6,5.655763376057127,5-8
2025-05-25,Control,194,1.06086475,8,22.62305350422851,5-8
2025-05-25,Control,194,1.06086475,9,8.48364506408569,9-12
2025-05-25,Control,194,1.06086475,11,10.3688995227714,9-12
2025-05-25,Control,195,0.98088825,1,24.467619017762726,1-4
2025-05-25,Control,195,0.98088825,2,69.32492055032772,1-4
2025-05-25,Control,195,0.98088825,3,48.935238035525444,1-4
2025-05-25,Control,195,0.98088825,4,24.467619017762726,1-4
2025-05-25,Control,195,0.98088825,5,20.38968251480227,5-8
2025-05-25,Control,195,0.98088825,6,6.1169047544406805,5-8
2025-05-25,Control,195,0.98088825,7,7.136388880180794,5-8
2025-05-25,Control,195,0.98088825,8,16.311746011841816,5-8
2025-05-25,Control,195,0.98088825,9,9.175357131661022,9-12
2025-05-25,Control,195,0.98088825,11,11.214325383141249,9-12
2025-05-25,Control,196,0.593943125,1,58.92820124822558,1-4
2025-05-25,Control,196,0.593943125,2,141.42768299574138,1-4
2025-05-25,Control,196,0.593943125,3,60.61186414103202,1-4
2025-05-25,Control,196,0.593943125,4,33.6732578561289,1-4
2025-05-25,Control,196,0.593943125,5,42.09157232016112,5-8
2025-05-25,Control,196,0.593943125,6,30.30593207051601,5-8
2025-05-25,Control,196,0.593943125,7,23.57128049929023,5-8
2025-05-25,Control,196,0.593943125,8,13.46930314245156,5-8
2025-05-25,Control,196,0.593943125,9,15.152966035258006,9-12
2025-05-25,Control,196,0.593943125,13,21.887617606483786,13-24
2025-05-25,Control,197,0.7297855625,1,32.88637270074797,1-4
2025-05-25,Control,197,0.7297855625,2,49.32955905112195,1-4
2025-05-25,Control,197,0.7297855625,3,61.66194881390244,1-4
2025-05-25,Control,197,0.7297855625,4,21.92424846716531,1-4
2025-05-25,Control,197,0.7297855625,6,16.44318635037398,5-8
2025-05-25,Control,197,0.7297855625,7,9.591858704384823,5-8
2025-05-25,Control,197,0.7297855625,8,10.962124233582655,5-8
2025-05-25,Control,197,0.7297855625,9,12.332389762780487,9-12
2025-05-25,Control,198,0.4122318125,1,58.21966978834269,1-4
2025-05-25,Control,198,0.4122318125,2,72.77458723542837,1-4
2025-05-25,Control,198,0.4122318125,3,80.0520459589712,1-4
2025-05-25,Control,198,0.4122318125,4,9.703278298057116,1-4
2025-05-25,Control,198,0.4122318125,5,24.25819574514279,5-8
2025-05-25,Control,198,0.4122318125,7,16.980737021599953,5-8
2025-05-25,Control,198,0.4122318125,9,43.66475234125702,9-12
2025-05-25,Control,232,0.5274920625,1,32.22797309864733,1-4
2025-05-25,Control,232,0.5274920625,2,34.12373622209718,1-4
2025-05-25,Control,232,0.5274920625,3,22.74915748139812,1-4
2025-05-25,Control,232,0.5274920625,4,15.166104987598747,1-4
2025-05-25,Control,232,0.5274920625,5,18.957631234498432,5-8
2025-05-25,Control,232,0.5274920625,7,13.270341864148904,5-8
2025-05-25,Control,232,0.5274920625,8,15.166104987598747,5-8
2025-05-25,Control,233,1.072626,1,64.32810690771993,1-4
2025-05-25,Control,233,1.072626,2,106.28122010840684,1-4
2025-05-25,Control,233,1.072626,3,69.92185533447818,1-4
2025-05-25,Control,233,1.072626,4,41.0208217962272,1-4
2025-05-25,Control,233,1.072626,5,9.322914044597091,5-8
2025-05-25,Control,233,1.072626,6,5.593748426758254,5-8
2025-05-25,Control,233,1.072626,7,6.526039831217963,5-8
2025-05-25,Control,233,1.072626,8,7.458331235677672,5-8
2025-05-25,Control,234,0.6356955625,1,33.03468081075365,1-4
2025-05-25,Control,234,0.6356955625,2,44.04624108100487,1-4
2025-05-25,Control,234,0.6356955625,3,33.034680810753656,1-4
2025-05-25,Control,234,0.6356955625,4,18.8769604632878,1-4
2025-05-25,Control,234,0.6356955625,5,15.730800386073167,5-8
2025-05-25,Control,234,0.6356955625,6,18.8769604632878,5-8
2025-05-25,Control,234,0.6356955625,8,25.169280617717067,5-8
2025-05-25,Control,234,0.6356955625,10,15.730800386073167,9-12
2025-05-25,Control,235,0.9309029375,1,39.74635647768595,1-4
2025-05-25,Control,235,0.9309029375,2,58.008195940406516,1-4
2025-05-25,Control,235,0.9309029375,3,48.3401632836721,1-4
2025-05-25,Control,235,0.9309029375,4,42.969034029930754,1-4
2025-05-25,Control,235,0.9309029375,5,5.371129253741344,5-8
2025-05-25,Control,235,0.9309029375,6,6.445355104489614,5-8
2025-05-25,Control,235,0.9309029375,7,15.039161910475766,5-8
2025-05-25,Control,235,0.9309029375,9,9.66803265673442,9-12
2025-05-25,Control,236,0.6227581875,1,30.50943428985428,1-4
2025-05-25,Control,236,0.6227581875,2,115.61469836155305,1-4
2025-05-25,Control,236,0.6227581875,3,48.172790983980434,1-4
2025-05-25,Control,236,0.6227581875,4,12.846077595728117,1-4
2025-05-25,Control,236,0.6227581875,5,24.086395491990217,5-8
2025-05-25,Control,236,0.6227581875,6,19.269116393592174,5-8
2025-05-25,Control,236,0.6227581875,7,22.480635792524204,5-8
2025-05-25,Control,236,0.6227581875,9,14.451837295194132,9-12
2025-05-25,Control,237,0.572772875,1,108.2453494327922,1-4
2025-05-25,Control,237,0.572772875,2,118.72070582951402,1-4
2025-05-25,Control,237,0.572772875,3,104.75356396721826,1-4
2025-05-25,Control,237,0.572772875,4,55.86856744918307,1-4
2025-05-25,Control,237,0.572772875,5,61.106245647543986,5-8
2025-05-25,Control,237,0.572772875,6,10.475356396721825,5-8
2025-05-25,Control,237,0.572772875,8,13.967141862295767,5-8
2025-05-25,Control,237,0.572772875,9,31.426069190165475,9-12
2025-05-25,Control,238,0.5498384375,1,89.11708723528444,1-4
2025-05-25,Control,238,0.5498384375,2,134.58498888593977,1-4
2025-05-25,Control,238,0.5498384375,3,87.29837116925823,1-4
2025-05-25,Control,238,0.5498384375,4,43.649185584629116,1-4
2025-05-25,Control,238,0.5498384375,5,36.37432132052426,5-8
2025-05-25,Control,238,0.5498384375,6,10.912296396157279,5-8
2025-05-25,Control,238,0.5498384375,11,20.005876726288346,9-12
2025-05-25,Control,239,0.5545429375,1,48.688745585187434,1-4
2025-05-25,Control,239,0.5545429375,2,126.23008114678224,1-4
2025-05-25,Control,239,0.5545429375,3,102.78735179095126,1-4
2025-05-25,Control,239,0.5545429375,4,64.91832744691658,1-4
2025-05-25,Control,239,0.5545429375,5,18.032868735254606,5-8
2025-05-25,Control,239,0.5545429375,6,43.27888496461105,5-8
2025-05-25,Control,239,0.5545429375,7,12.623008114678225,5-8
2025-05-25,Control,239,0.5545429375,8,14.426294988203685,5-8
2025-05-25,Control,240,0.5316085,1,65.83792396095998,1-4
2025-05-25,Control,240,0.5316085,2,116.62717958798626,1-4
2025-05-25,Control,240,0.5316085,3,67.7190075027017,1-4
2025-05-25,Control,240,0.5316085,4,45.146005001801136,1-4
2025-05-25,Control,240,0.5316085,5,9.405417708708569,5-8
2025-05-25,Control,240,0.5316085,6,22.573002500900568,5-8
2025-05-25,Control,241,0.949132875,1,67.42996864374759,1-4
2025-05-25,Control,241,0.949132875,2,153.82461596854918,1-4
2025-05-25,Control,241,0.949132875,3,101.14495296562137,1-4
2025-05-25,Control,241,0.949132875,4,50.57247648281069,1-4
2025-05-25,Control,241,0.949132875,5,15.803898900878341,5-8
2025-05-25,Control,241,0.949132875,7,7.375152820409892,5-8
2025-05-25,Control,241,0.949132875,8,8.428746080468448,5-8
2025-05-25,Control,241,0.949132875,9,9.482339340527004,9-12
2025-05-25,Control,242,0.9591299375,1,83.40892810469697,1-4
2025-05-25,Control,242,0.9591299375,2,187.6700882355682,1-4
2025-05-25,Control,242,0.9591299375,3,156.39174019630684,1-4
2025-05-25,Control,242,0.9591299375,4,62.556696078522734,1-4
2025-05-25,Control,242,0.9591299375,5,52.13058006543561,5-8
2025-05-25,Control,242,0.9591299375,6,25.02267843140909,5-8
2025-05-25,Control,242,0.9591299375,9,9.383504411778409,9-12
2025-05-25,Control,243,0.685680875,1,56.87777131015941,1-4
2025-05-25,Control,243,0.685680875,2,122.50596897572797,1-4
2025-05-25,Control,243,0.685680875,3,91.87947673179598,1-4
2025-05-25,Control,243,0.685680875,4,11.66723514054552,1-4
2025-05-25,Control,243,0.685680875,5,21.87606588852285,5-8
2025-05-25,Control,243,0.685680875,6,35.00170542163656,5-8
2025-05-25,Control,243,0.685680875,11,16.04244831825009,9-12
2025-05-25,Control,244,0.5568951875,1,82.60082154148621,1-4
2025-05-25,Control,244,0.5568951875,2,114.92288214467646,1-4
2025-05-25,Control,244,0.5568951875,3,43.096080804253674,1-4
2025-05-25,Control,244,0.5568951875,4,43.096080804253674,1-4
2025-05-25,Control,244,0.5568951875,5,8.978350167552849,5-8
2025-05-25,Control,244,0.5568951875,6,10.774020201063419,5-8
2025-05-25,Control,244,0.5568951875,7,25.139380469147977,5-8
2025-05-25,Control,244,0.5568951875,10,17.956700335105698,9-12
2025-05-25,Control,245,0.7180243125,1,58.4938410424647,1-4
2025-05-25,Control,245,0.7180243125,2,172.69610212537197,1-4
2025-05-25,Control,245,0.7180243125,3,79.38449855763066,1-4
2025-05-25,Control,245,0.7180243125,4,33.42505202426555,1-4
2025-05-25,Control,245,0.7180243125,5,20.890657515165966,5-8
2025-05-25,Control,245,0.7180243125,6,33.42505202426554,5-8
2025-05-25,Control,245,0.7180243125,7,19.4979470141549,5-8
2025-05-25,Control,245,0.7180243125,8,11.141684008088514,5-8
2025-05-25,Control,245,0.7180243125,9,12.53439450909958,9-12
2025-05-25,Control,245,0.7180243125,11,15.319815511121707,9-12
2025-05-25,Control,245,0.7180243125,14,19.4979470141549,13-24
2025-05-25,Control,246,0.7015585625,1,79.82227428091578,1-4
2025-05-25,Control,246,0.7015585625,2,151.09216203173344,1-4
2025-05-25,Control,246,0.7015585625,3,115.45721815632461,1-4
2025-05-25,Control,246,0.7015585625,4,39.91113714045789,1-4
2025-05-25,Control,246,0.7015585625,5,64.1428989757359,5-8
2025-05-25,Control,246,0.7015585625,6,8.552386530098119,5-8
2025-05-25,Control,246,0.7015585625,11,15.679375305179885,9-12
2025-05-25,Control,247,0.5757131875,1,52.10928054344769,1-4
2025-05-25,Control,247,0.5757131875,2,118.11436923181476,1-4
2025-05-25,Control,247,0.5757131875,3,31.26556832606861,1-4
2025-05-25,Control,247,0.5757131875,4,20.843712217379075,1-4
2025-05-25,Control,247,0.5757131875,5,34.73952036229846,5-8
2025-05-25,Control,247,0.5757131875,7,12.15883212680446,5-8
2025-05-25,Control,248,0.6627464375,1,63.37265298389477,1-4
2025-05-25,Control,248,0.6627464375,2,93.55010678574942,1-4
2025-05-25,Control,248,0.6627464375,3,54.319416843338374,1-4
2025-05-25,Control,248,0.6627464375,4,42.248435322596514,1-4
2025-05-25,Control,248,0.6627464375,5,30.17745380185465,5-8
2025-05-25,Control,248,0.6627464375,6,9.053236140556395,5-8
2025-05-25,Control,248,0.6627464375,7,10.562108830649127,5-8
2025-05-25,Control,248,0.6627464375,11,16.597599591020057,9-12
2025-05-25,Control,249,0.78800375,1,65.98953367924962,1-4
2025-05-25,Control,249,0.78800375,2,106.59847748186478,1-4
2025-05-25,Control,249,0.78800375,3,41.877973296446875,1-4
2025-05-25,Control,249,0.78800375,4,45.685061777942046,1-4
2025-05-25,Control,249,0.78800375,5,12.690294938317235,5-8
2025-05-25,Control,249,0.78800375,6,15.22835392598068,5-8
2025-05-25,Control,249,0.78800375,7,17.766412913644128,5-8
2025-05-25,Control,249,0.78800375,9,11.421265444485512,9-12
2025-05-25,Control,249,0.78800375,11,13.959324432148959,9-12
2025-05-25,Control,249,0.78800375,16,20.304471901307576,13-24
2025-05-25,Control,250,0.857395125,1,57.14984675239435,1-4
2025-05-25,Control,250,0.857395125,2,121.29763392344924,1-4
2025-05-25,Control,250,0.857395125,3,80.47631481459612,1-4
2025-05-25,Control,250,0.857395125,4,32.657055287082486,1-4
2025-05-25,Control,250,0.857395125,5,29.15808507775222,5-8
2025-05-25,Control,250,0.857395125,6,20.993821255981597,5-8
2025-05-25,Control,250,0.857395125,16,18.661174449761422,13-24
2025-05-25,Control,251,0.91972975,1,60.88745090609497,1-4
2025-05-25,Control,251,0.91972975,2,150.0440754471626,1-4
2025-05-25,Control,251,0.91972975,3,68.49838226935684,1-4
2025-05-25,Control,251,0.91972975,4,56.538347269945326,1-4
2025-05-25,Control,251,0.91972975,5,21.745518180748206,5-8
2025-05-25,Control,251,0.91972975,6,32.6182772711223,5-8
2025-05-25,Control,251,0.91972975,7,15.221862726523742,5-8
2025-05-25,Control,251,0.91972975,8,8.698207272299282,5-8
2025-05-25,Control,251,0.91972975,12,13.047310908448923,9-12
2025-05-25,Control,252,0.8415174375,1,78.42974733366711,1-4
2025-05-25,Control,252,0.8415174375,2,140.22288159655633,1-4
2025-05-25,Control,252,0.8415174375,3,85.55972436400049,1-4
2025-05-25,Control,252,0.8415174375,4,38.02654416177799,1-4
2025-05-25,Control,252,0.8415174375,5,29.708237626389057,5-8
2025-05-25,Control,252,0.8415174375,6,7.129977030333373,5-8
2025-05-25,Control,252,0.8415174375,7,8.318306535388935,5-8
2025-05-25,Control,252,0.8415174375,8,9.506636040444498,5-8
2025-05-25,Control,253,0.8638638125,1,56.721903720211685,1-4
2025-05-25,Control,253,0.8638638125,2,83.34647077255595,1-4
2025-05-25,Control,253,0.8638638125,3,59.037083463893794,1-4
2025-05-25,Control,253,0.8638638125,4,23.151797436821095,1-4
2025-05-25,Control,253,0.8638638125,5,40.51564551443691,5-8
2025-05-25,Control,253,0.8638638125,6,6.945539231046329,5-8
2025-05-25,Control,253,0.8638638125,7,24.309387308662153,5-8
2025-05-25,Control,253,0.8638638125,8,9.260718974728439,5-8
2025-05-25,Control,254,0.45398425,1,37.446232991563036,1-4
2025-05-25,Control,254,0.45398425,2,57.27070928121405,1-4
2025-05-25,Control,254,0.45398425,3,59.473428868953064,1-4
2025-05-25,Control,254,0.45398425,4,17.621756701912016,1-4
2025-05-25,Control,254,0.45398425,5,22.02719587739002,5-8
2025-05-25,Control,254,0.45398425,6,13.216317526434011,5-8
2025-05-25,Control,254,0.45398425,7,15.419037114173014,5-8
2025-05-25,Control,254,0.45398425,8,17.621756701912016,5-8
2025-05-25,Control,255,0.7250810625,1,91.02430529965744,1-4
2025-05-25,Control,255,0.7250810625,2,88.26599301784964,1-4
2025-05-25,Control,255,0.7250810625,3,70.33696318609893,1-4
2025-05-25,Control,255,0.7250810625,4,60.68287019977163,1-4
2025-05-25,Control,255,0.7250810625,5,20.687342113558508,5-8
2025-05-25,Control,255,0.7250810625,6,16.54987369084681,5-8
2025-05-25,Control,255,0.7250810625,10,13.791561409039005,9-12
2025-05-25,Control,256,0.288150625,1,194.34280248394396,1-4
2025-05-25,Control,256,0.288150625,2,416.4488624655942,1-4
2025-05-25,Control,256,0.288150625,3,249.86931747935648,1-4
2025-05-25,Control,256,0.288150625,4,166.57954498623766,1-4
2025-05-25,Control,256,0.288150625,5,138.81628748853137,5-8
2025-05-25,Control,256,0.288150625,6,41.644886246559416,5-8
2025-05-25,Control,256,0.288150625,7,24.292850310492994,5-8
2025-05-25,Control,256,0.288150625,9,31.23366468491956,9-12
2025-05-25,Control,354,1.8894448125,1,80.9761677016433,1-4
2025-05-25,Control,354,1.8894448125,2,127.0214395319895,1-4
2025-05-25,Control,354,1.8894448125,3,69.86179174259422,1-4
2025-05-25,Control,354,1.8894448125,4,48.691551820595976,1-4
2025-05-25,Control,354,1.8894448125,5,21.170239921998252,5-8
2025-05-25,Control,354,1.8894448125,6,15.877679941498688,5-8
2025-05-25,Control,354,1.8894448125,7,3.7047919863496936,5-8
2025-05-25,Control,354,1.8894448125,8,12.70214395319895,5-8
2025-05-25,Control,354,1.8894448125,9,4.763303982449607,9-12
2025-05-25,Control,354,1.8894448125,11,5.821815978549519,9-12
2025-05-25,Control,355,0.5974715,1,66.94880006828777,1-4
2025-05-25,Control,355,0.5974715,2,117.1604001195036,1-4
2025-05-25,Control,355,0.5974715,3,35.14812003585108,1-4
2025-05-25,Control,355,0.5974715,4,60.25392006145899,1-4
2025-05-25,Control,355,0.5974715,5,16.73720001707194,5-8
2025-05-25,Control,356,1.02793325,1,61.288026241003486,1-4
2025-05-25,Control,356,1.02793325,2,101.17388458832322,1-4
2025-05-25,Control,356,1.02793325,3,67.12498112109907,1-4
2025-05-25,Control,356,1.02793325,4,38.913032533970465,1-4
2025-05-25,Control,356,1.02793325,5,19.456516266985236,5-8
2025-05-25,Control,356,1.02793325,6,17.510864640286712,5-8
2025-05-25,Control,356,1.02793325,7,13.619561386889664,5-8
2025-05-25,Control,356,1.02793325,9,8.755432320143356,9-12
2025-05-25,Control,356,1.02793325,14,13.619561386889664,13-24
2025-05-25,Control,357,1.309027125,1,77.92046326007186,1-4
2025-05-25,Control,357,1.309027125,2,106.9496554550006,1-4
2025-05-25,Control,357,1.309027125,3,84.79579825360761,1-4
2025-05-25,Control,357,1.309027125,4,58.058384389857466,1-4
2025-05-25,Control,357,1.309027125,5,15.278522207857229,5-8
2025-05-25,Control,357,1.309027125,6,18.334226649428672,5-8
2025-05-25,Control,357,1.309027125,8,6.111408883142891,5-8
2025-05-25,Control,357,1.309027125,10,7.6392611039286145,9-12
2025-05-25,Control,357,1.309027125,14,10.69496554550006,13-24
2025-05-25,Control,358,0.8979714375,1,75.72623934377646,1-4
2025-05-25,Control,358,0.8979714375,2,131.40729768478855,1-4
2025-05-25,Control,358,0.8979714375,3,56.79467950783234,1-4
2025-05-25,Control,358,0.8979714375,4,66.81727000921452,1-4
2025-05-25,Control,358,0.8979714375,5,11.13621166820242,5-8
2025-05-25,Control,358,0.8979714375,6,26.726908003685807,5-8
2025-05-25,Control,358,0.8979714375,7,7.795348167741694,5-8
2025-05-25,Control,359,1.2943255625,1,81.1233302054173,1-4
2025-05-25,Control,359,1.2943255625,2,108.16444027388974,1-4
2025-05-25,Control,359,1.2943255625,3,104.30142454982226,1-4
2025-05-25,Control,359,1.2943255625,4,52.53701384731787,1-4
2025-05-25,Control,359,1.2943255625,5,34.76714151660742,5-8
2025-05-25,Control,359,1.2943255625,6,18.542475475523954,5-8
2025-05-25,Control,359,1.2943255625,7,5.408222013694487,5-8
2025-05-25,Control,360,0.7733021875,1,47.846754603936766,1-4
2025-05-25,Control,360,0.7733021875,2,118.97030874492386,1-4
2025-05-25,Control,360,0.7733021875,3,62.07146543213418,1-4
2025-05-25,Control,360,0.7733021875,4,25.863110596722578,1-4
2025-05-25,Control,360,0.7733021875,5,38.79466589508387,5-8
2025-05-25,Control,360,0.7733021875,6,31.03573271606709,5-8
2025-05-25,Control,360,0.7733021875,7,9.052088708852901,5-8
2025-05-25,Control,361,1.414878375,1,88.34681638271557,1-4
2025-05-25,Control,361,1.414878375,2,142.76845527446838,1-4
2025-05-25,Control,361,1.414878375,3,97.53488528651799,1-4
2025-05-25,Control,361,1.414878375,4,48.06066811219728,1-4
2025-05-25,Control,361,1.414878375,5,31.80485389777761,5-8
2025-05-25,Control,361,1.414878375,6,21.203235931851736,5-8
2025-05-25,Control,361,1.414878375,9,6.3609707795555215,9-12
2025-05-25,Control,361,1.414878375,11,7.774519841678971,9-12
2025-05-25,Control,362,0.93678356250000006,1,76.85873544562754,1-4
2025-05-25,Control,362,0.93678356250000006,2,172.93215475266197,1-4
2025-05-25,Control,362,0.93678356250000006,3,115.28810316844132,1-4
2025-05-25,Control,362,0.93678356250000006,4,51.2391569637517,1-4
2025-05-25,Control,362,0.93678356250000006,5,32.024473102344814,5-8
2025-05-25,Control,362,0.93678356250000006,6,19.214683861406886,5-8
2025-05-25,Control,362,0.93678356250000006,7,14.944754114427578,5-8
2025-05-25,Control,363,1.072626,1,67.12498112109905,1-4
2025-05-25,Control,363,1.072626,2,119.33329977084276,1-4
2025-05-25,Control,363,1.072626,3,72.71872954785731,1-4
2025-05-25,Control,363,1.072626,4,41.0208217962272,1-4
2025-05-25,Control,363,1.072626,5,41.95311320068691,5-8
2025-05-25,Control,363,1.072626,6,22.374993707033017,5-8
2025-05-25,Control,363,1.072626,8,7.458331235677672,5-8
2025-05-25,Control,363,1.072626,11,10.255205449056799,9-12
2025-05-25,Control,364,1.2284625625,1,96.86904886855271,1-4
2025-05-25,Control,364,1.2284625625,2,169.31732911478122,1-4
2025-05-25,Control,364,1.2284625625,3,102.5672282137617,1-4
2025-05-25,Control,364,1.2284625625,4,52.09763972762499,1-4
2025-05-25,Control,364,1.2284625625,5,28.490896726044916,5-8
2025-05-25,Control,364,1.2284625625,6,19.53661489785937,5-8
2025-05-25,Control,364,1.2284625625,8,6.512204965953123,5-8
2025-05-25,Control,365,0.725669125,1,85.43838763982139,1-4
2025-05-25,Control,365,0.725669125,2,154.34031315580637,1-4
2025-05-25,Control,365,0.725669125,3,86.81642615014108,1-4
2025-05-25,Control,365,0.725669125,4,44.09723233023039,1-4
2025-05-25,Control,365,0.725669125,5,41.341155309590995,5-8
2025-05-25,Control,365,0.725669125,9,24.804693185754594,9-12
2025-05-25,Control,366,0.922082,1,109.5347268464193,1-4
2025-05-25,Control,366,0.922082,2,253.77352556497146,1-4
2025-05-25,Control,366,0.922082,3,152.91481668658537,1-4
2025-05-25,Control,366,0.922082,4,60.732125776232486,1-4
2025-05-25,Control,366,0.922082,5,37.957578610145305,5-8
2025-05-25,Control,366,0.922082,6,19.521040428074727,5-8
2025-05-25,Control,366,0.922082,7,15.183031444058122,5-8
2025-05-25,Control,367,1.003234625,1,73.7614095007935,1-4
2025-05-25,Control,367,1.003234625,2,121.6066480959028,1-4
2025-05-25,Control,367,1.003234625,3,74.75818530485827,1-4
2025-05-25,Control,367,1.003234625,4,51.83234181136841,1-4
2025-05-25,Control,367,1.003234625,5,24.919395101619422,5-8
2025-05-25,Control,367,1.003234625,6,11.961309648777325,5-8
2025-05-25,Control,367,1.003234625,7,6.9774306284534395,5-8
2025-05-25,Control,367,1.003234625,10,9.967758040647771,9-12
2025-05-25,Control,368,1.4160545,1,66.38162584844015,1-4
2025-05-25,Control,368,1.4160545,2,108.7528763899977,1-4
2025-05-25,Control,368,1.4160545,3,93.21675119142661,1-4
2025-05-25,Control,368,1.4160545,4,39.54650050545371,1-4
2025-05-25,Control,368,1.4160545,5,31.778437906168158,5-8
2025-05-25,Control,368,1.4160545,6,16.948500216623017,5-8
2025-05-25,Control,368,1.4160545,7,14.82993768954514,5-8
2025-05-25,Control,368,1.4160545,8,5.6495000722076725,5-8
2025-05-25,Control,368,1.4160545,9,6.3556875812336315,9-12
2025-05-25,Control,368,1.4160545,14,9.886625126363427,13-24
2025-05-25,Control,369,1.417230625,1,72.67695051396451,1-4
2025-05-25,Control,369,1.417230625,2,127.00826303411274,1-4
2025-05-25,Control,369,1.417230625,3,105.84021919509395,1-4
2025-05-25,Control,369,1.417230625,4,56.44811690405011,1-4
2025-05-25,Control,369,1.417230625,5,17.64003653251566,5-8
2025-05-25,Control,369,1.417230625,6,12.700826303411276,5-8
2025-05-25,Control,369,1.417230625,7,9.878420458208769,5-8
2025-05-25,Control,369,1.417230625,8,5.644811690405011,5-8
2025-05-25,Control,370,1.0191123125,1,82.42467387518685,1-4
2025-05-25,Control,370,1.0191123125,2,117.74953410740979,1-4
2025-05-25,Control,370,1.0191123125,3,76.53719716981635,1-4
2025-05-25,Control,370,1.0191123125,4,39.24984470246993,1-4
2025-05-25,Control,370,1.0191123125,5,14.718691763426223,5-8
2025-05-25,Control,370,1.0191123125,6,11.774953410740979,5-8
2025-05-25,Control,370,1.0191123125,7,13.737445645864476,5-8
2025-05-25,Control,371,0.351661375,1,62.56018307384483,1-4
2025-05-25,Control,371,0.351661375,2,113.7457874069906,1-4
2025-05-25,Control,371,0.351661375,3,93.84027461076725,1-4
2025-05-25,Control,371,0.351661375,4,56.8728937034953,1-4
2025-05-25,Control,371,0.351661375,7,19.905512796223356,5-8
2025-05-25,Control,371,0.351661375,8,22.74915748139812,5-8
2025-05-25,Control,372,0.96677475,1,102.40234346211462,1-4
2025-05-25,Control,372,0.96677475,2,146.8801290062654,1-4
2025-05-25,Control,372,0.96677475,3,96.19614082804706,1-4
2025-05-25,Control,372,0.96677475,4,57.924557917963824,1-4
2025-05-25,Control,372,0.96677475,5,25.85917764194814,5-8
2025-05-25,Control,372,0.96677475,6,6.206202634067553,5-8
2025-05-25,Control,372,0.96677475,7,21.721709219236434,5-8
2025-05-25,Control,372,0.96677475,8,8.274936845423404,5-8
2025-05-25,Control,373,1.9711855,1,87.25713536346528,1-4
2025-05-25,Control,373,1.9711855,2,155.23653151872313,1-4
2025-05-25,Control,373,1.9711855,3,111.1006549104587,1-4
2025-05-25,Control,373,1.9711855,4,56.81859977155879,1-4
2025-05-25,Control,373,1.9711855,5,30.438535591906493,5-8
2025-05-25,Control,373,1.9711855,6,9.131560677571947,5-8
2025-05-25,Control,373,1.9711855,7,3.5511624857224247,5-8
