cell_id,mean_mito_vol,mean_net_cleft,spines_high_width,spines_low_width
648518346349492682,0.050074489534091965,7.801637209302326e-4,3.82,2.761904761904762
648518346349521083,0.07154989069742318,0.0010404838277511962,5.297297297297297,4.127906976744186
648518346349522230,0.06285342142667638,7.31182946708464e-4,2.510204081632653,2.8
648518346349523030,0.04951377333427993,5.887648e-4,2.8208955223880596,2.3808630393996246
648518346349523266,0.04377142517795716,7.774970297029704e-4,2.5609756097560976,3.512396694214876
648518346349524063,0.05037147643091517,6.739365647058824e-4,3.104651162790698,2.2448377581120944
648518346349524141,0.053891325311384436,9.048862372881357e-4,3.5813953488372094,2.8452380952380953
648518346349531414,0.05885908513961365,7.797615598885794e-4,3.246031746031746,3.1638513513513513
648518346349531851,0.06995600456895298,6.843856699576869e-4,3,2.4916107382550337
648518346349532006,0.0490489531283777,7.693069731800767e-4,3.4166666666666665,3.140845070422535
648518346349532050,0.05605389681109924,7.854867080745342e-4,3.9375,2.786206896551724
648518346349532086,0.06267640204188958,6.608417987152035e-4,1.9012345679012346,1.9896373056994818
648518346349532180,0.06065884682800792,7.940550072992701e-4,2.8981481481481484,2.9098786828422876
648518346349533252,0.05293337539809523,6.915806315789474e-4,2.5833333333333335,2.674698795180723
648518346349534048,0.056112633550739095,7.82425945945946e-4,3.5961538461538463,2.6892109500805152
648518346349534072,0.05057980489319639,8.047617492711371e-4,3.044776119402985,3.1449275362318843
648518346349534079,0.04921040729069577,5.507737295690937e-4,1.8032786885245902,1.6515426497277677
648518346349534580,0.05493611002062201,8.540330666666667e-4,3.6,3.723076923076923
648518346349534945,0.06087871213991752,0.0010804342857142857,3.878787878787879,4
648518346349535074,0.05931536650375855,6.307605006954103e-4,2.9038461538461537,2.5008130081300814
648518346349535435,0.06314586808120248,8.263590022675738e-4,3.635294117647059,2.955056179775281
648518346349536354,0.058342930832548205,9.56765090909091e-4,3.8095238095238093,4.17479674796748
648518346349536366,0.05185996267179173,7.267271111111111e-4,3.9647058823529413,2.9534246575342467
648518346349536534,0.04915489186050512,7.874165413533835e-4,2.8863636363636362,3.1531531531531534
648518346349536788,0.053969256873013016,8.804173426573427e-4,4.409836065573771,3.1244444444444444
648518346349536811,0.06974860222788756,9.874013483146067e-4,5.654545454545454,3.4916943521594686
648518346349536851,0.07300330608313334,9.221207521367522e-4,3.6486486486486487,3.5274261603375527
648518346349536924,0.04183930759878748,9.237619900497513e-4,2.782608695652174,3.1872659176029963
648518346349536929,0.056450770683432426,7.449209869375907e-4,2.8617021276595747,2.4319327731092435
648518346349537042,0.06329496723635494,8.018994652406417e-4,4.252941176470588,2.717993079584775
648518346349537153,0.05440749662621341,7.9477504e-4,3.282051282051282,3.4644549763033177
648518346349537242,0.06993974304755798,9.679591489361703e-4,4.928057553956834,3.3198458574181116
648518346349537255,0.031085314957359486,8.089833198380567e-4,3.5416666666666665,3.197309417040359
648518346349537300,0.06262770919268544,9.982003669724772e-4,4.4,3.675324675324675
648518346349537331,0.04991421001288796,8.20104126984127e-4,3.5942028985507246,2.8972972972972975
648518346349537487,0.05071032165690729,6.77767032967033e-4,3.1884057971014492,2.756813417190776
648518346349537509,0.05475728776086575,7.878709465020577e-4,2.8469945355191255,2.870722433460076
648518346349537513,0.05872386849767454,9.728416124837452e-4,3.6333333333333333,3.2297496318114876
648518346349537515,0.058688887743483846,7.622633576642336e-4,3.3384615384615386,2.6578947368421053
648518346349537516,0.04693774122511286,8.011218985976268e-4,2.888888888888889,3.319284802043423
648518346349537609,0.06493886216936573,9.520239455782314e-4,4.785714285714286,3.3968253968253967
648518346349537657,0.059828936166726826,7.823831884057971e-4,3.092857142857143,3.037344398340249
648518346349537741,0.06777595482356003,9.222320743034056e-4,5.09375,3.261168384879725
648518346349537790,0.06783120470411194,8.820258333333334e-4,4.757352941176471,3.1297468354430378
648518346349537814,0.058111802118598295,6.107900653594772e-4,2.082901554404145,2.140091116173121
648518346349537818,0.04310753767716939,8.594752731893266e-4,4.3868613138686134,3.836923076923077
648518346349537848,0.049246984697533185,7.45524520884521e-4,3.63855421686747,3.3580246913580245
648518346349537853,0.05972065966581882,9.311276780185759e-4,4.764705882352941,3.770220588235294
648518346349537860,0.06491509130519164,8.539715254237289e-4,2.56198347107438,3.029787234042553
648518346349537897,0.06444598675162602,7.889948872180451e-4,3.2989690721649483,2.8735632183908044
648518346349537901,0.06274362454354988,7.921703896103897e-4,2.664516129032258,3.0954446854663775
648518346349537961,0.053528282768308066,7.314590476190477e-4,3.287671232876712,2.5147540983606556
648518346349537989,0.05931101639190066,0.0011335972283464568,4.36,3.6372549019607843
648518346349538001,0.05389489687958741,8.237787428571429e-4,4.658536585365853,3.9514563106796117
648518346349538005,0.05880241027189488,6.590078328981724e-4,3.210526315789474,2.224755700325733
648518346349538112,0.05890610718339762,8.396724866595518e-4,3.5875,3.1724581724581724
648518346349538193,0.064001237660463145,8.983482951653945e-4,4.050724637681159,3.123456790123457
648518346349538209,0.0527968796227524,7.142552510638298e-4,2.670157068062827,2.380081300813008
648518346349538231,0.055428386009724655,9.585834965034966e-4,4.185185185185185,3.394396551724138
648518346349538239,0.06536361394118845,0.0010176815906432748,4.264900662251655,3.6150568181818183
648518346349538251,0.07090430745925269,9.077503296703297e-4,5.330645161290323,3.173841059602649
648518346349538259,0.057310480351721066,9.558984232365146e-4,4.277777777777778,3.475609756097561
648518346349538332,0.055366157528238556,8.677298416050686e-4,4.805555555555555,3.242503259452412
648518346349538336,0.05732403503607113,7.999418181818183e-4,3.6462585034013606,2.755874673629243
648518346349538391,0.06463075530024126,8.650606403013183e-4,4.868421052631579,3.1736263736263735
648518346349538416,0.06636526694909375,9.355677996422183e-4,3.9791666666666665,3.529157667386609
648518346349538426,0.05603632328479267,9.137544942648593e-4,4.254716981132075,3.988276670574443
648518346349538431,0.07344630802731195,9.170070588235294e-4,2.9,3.259433962264151
648518346349538527,0.06022618882764201,9.530998907103826e-4,4.089887640449438,3.5183175033921303
648518346349538715,0.04734613689965043,8.717711455108359e-4,3.74,4
648518346349538730,0.07039035790928314,8.269885339168491e-4,3.651282051282051,3.0834492350486786
648518346349538746,0.06520248611037568,8.460498196948683e-4,3.6715328467153285,3.190068493150685
648518346349539067,0.05869673278026808,6.666848657187995e-4,2.7,2.760649087221095
648518346349539096,0.06527971588511162,9.504500702106319e-4,3.7731958762886597,3.5417185554171855
648518346349539100,0.027917553217530505,9.94347142857143e-4,3.689655172413793,3.3460620525059666
648518346349539347,0.06452197261054501,9.799892376681615e-4,2.864864864864865,3.413978494623656
648518346349539366,0.054957408343556086,9.190687934560327e-4,4.063380281690141,3.1901913875598087
648518346349539376,0.05370269664676226,8.068021026282854e-4,4.504761904761905,3.400576368876081
648518346349539401,0.05025634330797355,7.945310085470086e-4,2.9405940594059405,2.737603305785124
648518346349539423,0.030458941616600864,5.161117135549872e-4,2.390625,1.989296636085627
648518346349539435,0.057511529753447456,7.816096797153025e-4,4.066666666666666,3.024886877828054
648518346349539464,0.06033629117921137,8.511337704918033e-4,3.2196261682242993,2.891076115485564
648518346349539510,0.05582087626254202,8.315163800904978e-4,3.4175824175824174,3.1083916083916083
648518346349539524,0.05799683664833344,9.799908089097305e-4,4.007462686567164,3.6411682892906816
648518346349539554,0.06288036101606344,8.180308379888268e-4,2.93859649122807,3.0813953488372094
648518346349539572,0.05220980922114077,8.374719683481702e-4,3.067073170731707,2.9197166469893743
648518346349539579,0.053123159393964475,8.003936314067612e-4,3.824675324675325,3.1218872870249017
648518346349539591,0.059336400023229,7.444599334073252e-4,2.6375,2.3373819163292846
648518346349539598,0.06400735120220165,8.01978452012384e-4,3.5514018691588785,2.727272727272727
648518346349539599,0.042458976538086717,7.146055853314528e-4,3.1882352941176473,2.8076923076923075
648518346349539780,0.049598291553557494,9.317049163449164e-4,3.411764705882353,3.722962962962963
648518346349539794,0.0587430935195502,7.981734939759037e-4,3.4796747967479673,3.0794824399260627
648518346349539821,0.06569589326486167,9.308130848861285e-4,3.78125,3.289405684754522
648518346349539834,0.05069784740558547,8.010291717171718e-4,2.7777777777777777,3.074829931972789
648518346349539836,0.057151749290955324,8.404957090909092e-4,2.9072164948453607,3.2759381898454745
648518346349539840,0.051109959552767904,7.469342243436755e-4,2.7547169811320753,3.073637702503682
648518346349539844,0.06578403771624033,0.0010960671389645777,5.825396825396825,4.052631578947368
648518346349539852,0.04886137479804411,6.940004028197382e-4,3.08187134502924,2.90632603406326
648518346349539862,0.06679683354307223,9.035835616438357e-4,3.8317757009345796,3.5765199161425576
648518346349539865,0.05308677706480026,8.227588485607009e-4,3.073529411764706,3.110105580693816
